10500 13400
1655 5147 27
1655 2911 26
1655 8802 75
1656 3437 72
1656 2904 14
1657 3244 53
1657 3886 67
1658 2464 82
1658 4073 64
1659 5314 68
1659 2777 73
1660 2663 15
1661 4410 59
1661 4699 60
1661 2547 48
1662 2351 36
1662 5180 70
1664 7406 149
1665 4797 13
1665 3447 40
1666 4477 32
1666 4327 53
1667 3656 90
1668 2564 78
1669 2347 85
1669 2826 83
1670 2015 68
1671 4648 81
1672 3589 34
1672 5262 41
1673 2217 78
1673 2681 94
1674 5353 41
1675 4155 56
1676 4430 39
1676 4956 75
1677 2660 26
1677 2408 70
1678 4934 10
1678 9214 189
1678 7276 141
1679 3950 93
1680 4095 85
1680 2383 86
1681 4035 44
1682 3847 10
1683 2099 90
1683 3182 21
1683 2888 92
1683 2091 81
1684 4570 55
1685 2841 92
1685 1845 54
1686 3806 88
1686 2667 43
1687 4984 81
1687 4752 61
1688 4057 84
1688 3562 24
1688 3031 89
1689 2154 48
1689 3222 56
1689 4899 35
1690 4288 84
1690 1736 26
1691 3688 48
1691 4946 23
1692 2415 91
1692 2201 36
1693 5107 56
1693 5291 66
1693 3487 72
1694 4445 28
1695 4937 31
1696 4351 72
1696 5121 34
1696 6399 29
1697 1769 91
1697 2172 21
1698 2596 26
1699 2147 72
1699 1827 26
1699 5364 45
1700 4998 23
1700 3724 47
1701 3923 21
1701 3768 79
1702 5351 69
1702 2174 26
1703 3504 92
1703 4472 28
1704 4425 10
1704 5283 16
1705 2712 21
1705 5075 27
1706 2344 44
1706 3069 96
1707 4633 93
1707 3798 11
1708 4730 22
1711 3138 50
1711 4918 66
1711 3331 44
1712 4754 35
1712 1968 92
1713 3103 39
1713 4830 16
1713 7095 20
1714 3609 46
1714 3389 40
1714 4139 37
1715 5705 119
1716 3601 63
1716 4478 73
1717 2646 73
1718 4668 69
1718 2592 57
1719 5037 34
1719 5277 75
1719 3082 19
1719 5679 167
1720 3569 73
1720 4429 38
1721 4637 30
1721 4880 34
1722 3233 50
1722 4213 91
1722 2938 27
1723 4314 92
1723 3285 81
1724 2000 40
1724 4145 31
1725 1857 36
1725 4811 44
1726 3221 51
1726 2269 68
1726 4671 15
1727 3841 63
1727 1984 16
1728 3931 75
1728 3593 61
1730 4463 62
1731 3872 22
1731 4111 87
1732 5370 38
1732 2472 22
1733 2803 11
1733 4834 52
1734 2992 12
1734 2164 11
1734 2440 34
1735 1879 47
1735 3908 65
1737 2189 92
1737 2163 81
1738 3166 82
1738 2903 30
1739 4519 88
1740 4527 93
1740 3116 41
1741 2219 91
1742 3500 55
1743 3936 41
1744 3675 33
1744 3170 91
1744 4084 18
1745 3042 70
1745 2756 10
1746 5004 18
1746 3774 86
1747 3607 32
1748 2136 28
1748 3356 40
1749 4385 79
1749 8873 133
1750 4875 64
1751 3870 37
1751 4623 41
1751 5345 58
1752 4941 78
1752 3095 88
1752 7753 93
1753 5493 64
1753 2786 60
1754 2091 74
1755 4304 94
1756 2454 73
1756 4906 38
1757 3393 67
1757 5412 92
1758 4513 31
1758 2073 89
1759 2811 33
1759 5003 90
1760 3072 20
1760 3227 27
1761 4964 96
1761 2805 36
1762 4816 40
1762 3614 13
1763 2484 28
1763 1851 85
1764 2529 58
1764 3924 92
1764 4004 43
1764 7496 35
1765 3454 84
1765 5419 57
1766 3957 51
1767 3875 21
1768 3033 27
1768 4308 34
1769 4154 48
1770 4899 53
1771 4207 65
1771 5222 76
1771 4551 90
1772 3776 87
1773 4421 16
1774 1930 23
1774 3563 85
1776 5205 95
1776 2363 34
1776 6593 123
1777 3796 82
1778 5472 50
1778 1931 87
1779 2267 65
1779 3203 22
1780 4060 41
1780 2380 19
1780 9385 89
1781 1970 81
1781 4342 95
1781 3065 62
1782 3332 35
1782 4047 54
1784 2396 77
1784 2787 75
1785 4227 92
1785 4274 24
1786 4694 58
1786 4056 27
1787 1843 51
1787 5409 68
1788 2257 67
1788 4861 76
1789 4248 67
1791 3629 56
1791 4063 12
1791 10445 147
1792 2717 83
1792 2630 95
1792 4138 52
1793 3433 94
1793 9632 30
1794 4777 21
1794 3585 91
1795 3426 89
1796 4044 79
1796 4832 95
1797 3300 46
1797 5241 71
1798 5073 28
1798 5231 38
1799 2750 76
1800 3060 63
1801 5177 87
1801 2814 21
1802 4534 53
1802 4365 60
1803 4814 32
1803 2233 73
1803 2705 94
1804 3280 10
1804 4491 73
1805 2455 67
1805 4664 38
1806 4611 82
1806 3878 78
1807 1863 33
1807 1937 80
1808 5105 25
1808 2470 77
1809 4677 66
1809 2745 23
1810 4938 79
1810 3679 56
1811 4016 15
1811 2764 76
1812 2109 54
1813 3226 90
1813 1915 15
1813 2287 17
1813 2644 21
1814 2812 81
1815 2603 74
1815 9069 56
1815 7410 125
1817 5085 81
1817 3634 96
1818 4682 80
1818 1966 49
1819 3480 95
1819 3870 28
1820 2912 55
1821 4276 36
1821 4386 60
1822 1913 83
1822 10488 110
1823 2336 11
1823 5467 90
1824 3345 79
1824 5447 73
1825 5236 28
1825 3558 85
1826 3988 56
1826 2516 30
1827 1894 70
1829 4888 65
1829 2292 88
1830 3520 20
1831 2361 12
1831 2151 70
1832 4586 29
1832 3431 32
1833 2037 89
1833 3748 73
1834 2091 70
1834 2857 77
1835 3451 74
1836 4713 19
1837 4297 50
1838 4208 12
1838 4123 93
1839 3938 38
1839 4890 31
1840 4821 24
1841 1844 13
1841 2090 48
1842 5316 88
1842 5009 85
1843 3863 17
1844 2300 19
1845 2500 57
1845 4482 87
1846 3486 32
1846 1952 26
1846 2865 87
1847 4423 93
1848 3098 95
1848 4658 39
1849 2172 19
1849 4723 21
1850 3022 62
1850 1883 53
1852 4494 16
1852 4371 73
1853 4667 47
1853 2603 67
1853 9082 46
1854 4508 56
1855 3741 13
1855 2588 92
1855 9691 48
1856 3547 72
1856 5118 84
1856 5014 74
1857 3216 73
1858 1911 64
1858 2104 41
1859 2936 17
1860 2519 24
1860 6198 179
1861 2266 27
1861 5131 39
1862 4402 15
1863 3243 15
1863 4396 57
1864 2906 22
1864 4571 46
1865 4906 93
1866 2376 22
1866 2776 34
1867 2505 45
1867 4299 24
1868 2907 29
1868 3023 83
1868 2553 58
1869 2213 15
1870 3943 36
1871 4745 30
1873 3532 67
1873 5416 31
1874 2334 52
1875 2475 14
1875 3358 18
1876 5312 64
1877 5115 86
1877 2845 32
1878 5477 33
1878 2352 17
1878 8359 14
1879 1899 85
1880 5243 60
1881 2710 41
1881 2739 13
1881 2351 28
1882 3059 11
1883 2619 85
1884 4410 13
1885 4003 21
1886 2575 81
1886 5354 37
1887 4849 48
1887 2818 69
1888 3776 49
1888 1997 50
1889 2660 66
1889 9436 47
1890 2526 44
1890 3347 19
1891 3272 88
1892 4114 56
1893 2792 11
1894 4159 35
1895 4640 80
1895 3217 50
1896 3896 81
1897 2218 26
1897 5446 58
1898 3221 45
1898 2247 47
1899 4139 24
1900 3365 51
1900 4401 40
1900 6715 164
1902 3825 74
1904 3200 62
1905 4285 13
1905 3605 88
1906 1951 45
1907 1983 17
1907 4964 59
1907 5300 38
1908 3186 10
1909 5018 83
1909 3813 95
1910 3634 54
1910 3962 10
1911 2833 43
1911 2386 86
1912 3599 69
1912 4387 84
1914 5103 14
1915 3826 74
1916 4582 71
1916 2436 62
1916 7353 61
1917 3517 54
1917 4671 30
1918 4131 25
1918 4974 52
1919 4079 13
1920 4506 59
1920 2751 31
1921 4017 65
1921 3549 30
1922 3395 27
1922 3687 49
1922 3683 38
1923 5168 59
1923 5175 73
1923 2045 62
1923 3360 44
1924 4845 10
1924 3047 94
1924 2780 70
1924 3014 44
1925 3970 51
1925 4199 67
1926 4832 81
1926 5129 49
1927 2479 23
1927 3097 23
1927 4459 48
1928 5087 73
1928 3954 79
1928 2183 63
1928 2735 80
1929 4262 62
1930 4010 63
1931 3237 13
1932 2203 69
1932 3906 96
1933 2052 82
1934 4512 63
1935 3022 21
1936 2780 51
1937 3762 45
1937 3435 39
1938 5495 92
1938 2779 76
1939 5416 63
1939 3500 51
1940 3008 65
1941 3369 70
1941 5385 90
1942 3446 63
1942 4310 85
1943 2737 21
1943 3024 39
1944 2572 35
1944 2452 78
1945 2423 75
1946 2373 89
1946 4097 50
1947 3343 41
1947 2235 43
1947 2414 24
1948 2244 71
1948 2358 43
1949 2771 54
1949 2560 88
1950 3354 55
1950 4422 50
1950 2601 83
1951 4295 22
1952 4515 56
1953 4283 65
1954 2977 35
1954 2443 43
1955 3489 82
1956 3217 26
1956 2199 15
1956 9781 96
1957 4383 79
1958 2483 23
1958 2276 35
1958 4771 64
1958 4121 84
1959 4304 73
1960 4030 57
1960 2327 30
1961 2394 63
1961 5263 93
1961 5349 51
1962 4647 75
1962 3542 20
1962 5399 82
1963 4111 30
1963 4787 27
1964 5239 16
1964 5168 96
1965 4374 93
1965 3997 79
1966 5035 21
1967 2891 34
1968 2765 53
1969 3823 14
1969 4425 30
1969 3587 19
1970 5206 70
1970 4847 32
1971 2158 22
1971 5240 50
1972 2234 45
1972 2300 66
1972 5368 82
1972 9937 158
1973 4630 55
1974 3997 18
1974 2912 23
1975 2410 85
1975 4915 60
1976 4469 52
1976 4070 72
1977 4372 34
1977 3933 54
1978 2930 60
1979 4322 33
1979 3589 17
1980 4219 35
1981 4510 35
1981 3439 87
1982 4268 22
1984 3875 82
1985 4989 90
1985 2625 27
1986 3788 35
1986 3240 23
1986 2962 39
1987 5265 58
1987 2339 46
1988 3812 75
1989 2598 76
1989 3418 41
1989 2886 90
1990 5316 84
1990 2284 60
1990 3191 58
1990 5835 60
1991 4945 66
1991 4678 92
1991 9809 146
1992 4457 64
1992 4903 58
1993 4083 57
1994 2038 49
1994 2544 46
1995 2694 31
1995 2643 64
1996 3029 87
1996 3182 36
1997 5480 32
1998 5272 47
1999 3618 45
1999 2800 33
2000 2026 22
2001 4786 96
2002 4505 55
2002 4201 84
2003 2031 14
2003 2852 71
2004 2959 38
2004 2508 12
2005 4917 53
2006 2241 50
2007 4520 29
2009 4449 89
2009 4464 43
2010 3644 54
2010 4879 68
2011 2748 80
2012 2407 34
2012 2558 39
2013 2439 86
2013 4984 27
2014 3981 21
2014 2965 68
2016 4641 43
2016 3682 90
2017 3520 47
2018 4992 10
2019 4426 22
2020 3133 19
2020 2454 69
2020 6816 18
2021 4704 15
2021 3836 62
2021 3984 77
2022 2522 57
2023 3828 70
2023 4356 66
2024 2882 11
2024 4233 72
2025 2989 36
2025 3873 43
2027 2494 25
2027 3025 73
2028 4949 61
2028 3915 30
2029 4876 17
2029 3178 30
2030 3604 11
2032 3621 68
2032 4253 33
2033 3116 20
2033 6844 61
2034 3415 79
2034 2273 51
2035 4965 72
2035 2274 78
2036 3666 13
2036 2718 60
2037 2967 26
2038 4500 38
2039 5404 87
2040 5123 35
2040 4710 91
2041 3100 49
2042 5302 12
2042 3484 88
2043 5263 36
2043 4004 66
2044 4909 24
2044 5166 34
2044 5398 96
2046 3659 40
2046 3666 49
2047 4082 37
2047 3244 39
2048 2135 53
2048 5366 55
2049 3909 17
2049 3815 39
2050 5254 15
2050 3134 59
2052 3917 73
2053 2690 47
2054 4284 57
2055 2195 28
2056 5419 43
2056 4495 58
2057 5095 77
2057 4461 31
2058 4707 44
2058 2801 65
2059 3654 34
2060 4681 72
2060 5223 21
2061 2165 85
2061 4576 39
2061 2634 24
2062 2163 80
2062 3191 16
2063 3701 81
2063 2602 70
2063 6617 47
2064 2850 32
2064 3369 73
2065 4885 39
2066 5193 61
2066 2939 15
2066 2161 60
2067 3078 13
2068 4218 19
2068 2424 81
2069 2321 67
2069 2446 41
2070 2405 34
2070 4631 36
2071 5102 58
2071 2541 68
2072 5318 50
2073 4113 43
2074 2634 80
2074 3747 29
2074 5782 31
2075 4406 54
2075 3531 16
2076 3616 32
2077 3115 22
2078 4492 63
2078 4499 18
2079 3939 33
2079 3510 45
2080 2675 32
2081 5461 27
2082 3838 44
2082 4740 64
2082 5910 28
2083 4751 55
2083 3981 53
2084 2329 77
2084 5009 95
2085 2525 10
2087 4978 93
2087 2460 49
2088 5265 89
2088 3312 20
2089 2966 38
2089 4965 78
2090 4853 86
2092 5420 34
2093 3733 86
2093 3481 31
2095 3982 20
2096 5065 47
2097 5323 55
2097 2566 69
2098 4339 45
2098 2843 44
2099 4650 29
2099 4015 39
2099 3067 86
2100 2450 65
2100 2258 38
2100 7169 197
2101 3487 67
2101 5485 31
2102 4988 90
2102 3325 93
2103 4397 10
2103 10068 108
2104 4341 56
2105 3333 56
2105 5328 41
2105 4773 24
2105 4240 46
2106 2629 57
2107 5386 80
2107 4351 45
2108 2573 10
2108 2697 29
2108 4551 67
2109 2984 84
2111 2310 24
2111 2261 58
2111 2254 80
2113 2654 67
2113 3381 63
2114 3183 30
2114 4695 70
2115 4818 15
2116 3703 28
2116 4340 78
2117 4185 20
2118 4762 73
2118 5449 70
2119 3374 77
2120 4538 53
2120 5299 26
2120 2285 28
2122 4484 24
2122 4182 54
2123 4359 90
2123 4518 37
2124 2599 55
2125 4976 88
2125 3208 45
2126 3079 65
2126 3162 47
2127 4202 44
2127 5084 50
2128 4026 57
2128 4678 41
2129 3481 23
2129 5347 78
2129 3893 45
2130 2994 87
2131 4498 65
2132 2886 51
2132 3506 18
2133 4555 52
2133 3568 95
2134 2349 58
2134 4241 72
2135 2895 57
2136 4985 87
2137 3793 41
2139 2398 54
2139 5473 19
2140 3066 22
2140 4902 84
2140 2943 13
2142 3264 43
2142 3186 30
2144 5393 74
2145 2975 59
2146 5451 17
2147 2192 51
2148 4947 39
2149 2888 16
2149 2998 29
2150 4495 24
2150 2757 36
2151 3220 39
2152 5335 40
2152 4053 47
2153 2478 48
2154 2638 70
2155 5473 71
2155 4301 73
2155 3125 27
2156 3475 78
2156 3833 55
2156 2678 14
2157 3208 86
2159 3137 10
2160 3856 32
2160 3753 38
2161 4143 53
2161 4361 24
2162 4549 96
2162 4183 70
2163 3477 40
2163 8379 151
2164 4827 96
2166 3945 42
2167 4705 69
2167 2488 42
2168 4194 12
2169 4361 50
2170 4229 22
2170 4339 74
2171 3821 96
2171 3258 19
2174 4873 86
2175 2589 84
2176 3018 32
2177 3581 65
2178 7667 94
2179 2530 47
2180 4324 14
2180 3758 69
2181 3819 68
2182 3557 11
2183 2810 56
2184 2807 64
2184 5433 69
2185 4634 19
2188 3196 96
2188 3379 51
2188 5119 92
2190 2427 91
2190 4107 43
2190 2954 19
2191 4970 76
2191 2497 89
2192 3269 24
2193 3840 51
2193 3376 86
2194 2554 53
2194 3958 77
2195 2634 87
2195 4815 83
2196 3585 27
2196 2835 21
2197 5161 92
2198 5429 35
2199 4712 91
2200 2743 20
2200 3455 96
2201 4256 30
2201 5198 48
2201 10238 160
2202 2284 54
2202 3029 59
2203 2379 96
2204 5302 62
2204 5222 68
2205 3680 72
2205 5381 93
2206 3513 66
2206 3863 26
2206 4628 26
2207 2262 26
2207 5232 62
2208 4153 54
2208 3106 69
2209 4599 90
2209 5171 86
2210 4681 49
2211 3356 57
2212 2976 73
2212 4973 84
2213 3876 13
2214 5116 80
2214 3330 56
2215 2854 69
2215 5114 18
2216 3456 79
2216 2401 94
2216 4785 94
2217 5258 62
2219 5169 77
2220 5161 31
2220 4748 13
2220 3355 66
2221 4793 58
2222 4782 72
2222 4596 91
2223 3505 41
2223 5053 84
2223 4761 38
2224 4278 10
2226 4153 36
2227 4826 45
2227 5060 74
2227 5569 123
2228 2469 16
2228 2377 44
2230 4275 80
2230 2415 22
2231 2416 65
2232 5309 56
2232 2943 93
2233 4998 94
2235 3048 73
2236 4621 78
2236 2806 57
2236 4513 27
2237 4715 33
2238 2759 48
2238 5356 89
2239 3814 52
2239 3386 94
2240 4602 22
2241 3316 94
2242 2874 86
2242 4163 33
2243 2318 28
2243 5135 65
2244 3580 83
2245 4479 79
2245 4453 63
2246 5426 75
2247 4334 61
2249 2309 16
2250 3706 90
2250 4551 56
2251 4802 76
2251 3044 84
2252 2780 17
2252 3272 81
2252 2930 66
2253 4269 96
2254 3864 24
2254 5194 28
2255 4797 65
2255 3286 16
2256 4908 36
2256 4503 50
2256 9850 190
2260 2292 64
2261 4705 92
2263 2459 62
2263 4571 19
2264 2382 82
2264 2482 73
2265 3809 36
2265 3985 38
2266 2544 31
2268 5261 54
2268 3951 30
2269 3972 78
2269 2861 81
2270 4705 31
2270 3621 24
2271 3731 91
2272 3019 22
2272 4117 25
2272 3091 77
2273 5369 29
2273 3272 12
2274 3915 82
2274 5003 96
2275 4197 45
2276 2796 34
2277 3777 74
2277 4698 69
2278 3738 60
2279 4396 85
2279 2858 74
2280 2718 38
2280 2750 19
2281 5176 91
2281 3167 73
2281 3185 51
2282 4263 20
2283 4362 55
2283 2348 21
2284 2308 51
2285 4662 31
2285 2496 16
2285 7615 127
2286 4609 33
2286 4136 91
2287 4775 25
2288 4567 52
2289 3548 55
2289 4317 34
2289 3887 16
2289 7340 141
2290 3743 88
2290 3236 31
2290 3661 33
2291 2894 50
2291 7673 147
2293 3964 49
2294 3310 45
2294 4227 38
2294 2460 15
2294 3072 66
2295 3882 13
2295 2646 35
2296 4130 42
2296 3894 49
2297 4379 15
2297 5157 15
2297 10291 174
2298 3810 39
2298 5047 32
2299 4306 26
2299 3252 94
2301 3434 16
2302 3464 34
2303 3105 25
2305 4032 44
2305 3429 76
2306 3005 24
2307 2702 53
2309 3397 69
2310 3212 57
2311 2488 29
2311 3568 73
2312 2631 78
2312 4910 71
2313 2501 59
2314 2951 85
2315 2845 61
2315 2608 11
2316 3312 62
2316 4066 87
2317 3794 53
2319 5110 33
2320 2827 30
2320 4210 84
2322 3652 20
2322 5811 47
2323 2463 40
2325 3404 43
2325 3821 20
2326 5456 29
2326 2882 89
2326 4678 45
2327 3200 22
2328 3405 10
2328 10068 25
2329 5451 22
2330 4390 54
2330 5216 61
2331 4880 25
2331 2890 79
2331 4479 38
2332 3521 46
2332 4009 59
2333 4188 46
2334 2988 27
2335 3353 90
2335 2925 57
2336 3031 75
2337 3018 12
2337 4390 96
2338 5215 55
2339 3315 88
2339 3907 72
2339 2880 13
2340 3015 26
2341 5213 79
2341 3718 90
2342 3536 76
2342 2877 20
2342 5419 64
2343 5193 95
2345 5484 60
2345 3574 58
2346 5988 165
2348 3290 86
2350 3588 95
2350 4769 58
2351 4730 85
2351 2380 34
2352 4904 65
2353 2418 65
2354 4955 89
2354 5134 44
2355 4324 53
2355 2701 81
2356 5000 69
2356 5232 24
2357 3940 24
2357 3956 96
2358 3030 19
2359 4523 77
2360 4168 34
2360 4663 21
2364 2847 54
2364 3343 42
2365 2885 66
2365 5248 94
2366 5155 60
2368 5252 25
2368 2559 65
2369 3128 13
2370 2599 84
2370 2615 55
2371 3478 43
2372 4416 36
2372 5026 11
2374 3949 78
2374 7006 44
2375 3778 62
2375 5483 12
2376 2477 44
2377 5452 27
2378 5032 43
2378 3349 88
2379 5285 90
2379 4193 62
2380 4174 67
2380 4257 80
2381 4316 90
2382 4979 47
2382 2403 27
2384 4968 19
2385 4558 72
2385 2781 56
2386 4691 11
2386 2811 54
2386 3238 84
2387 2692 83
2388 4522 49
2389 3087 72
2389 3869 86
2390 4931 41
2391 2568 48
2392 4403 21
2392 2815 28
2393 3250 37
2394 3195 47
2395 3341 13
2395 5105 30
2396 2779 55
2397 4967 96
2397 2869 93
2399 3762 42
2400 4734 64
2400 3935 85
2401 3782 38
2402 3360 39
2403 2562 62
2404 4877 24
2404 7381 132
2406 3074 80
2406 5108 27
2407 3917 15
2408 3352 33
2408 4780 25
2409 3717 87
2409 4118 91
2410 4620 33
2411 3743 23
2412 3497 39
2412 2741 12
2413 3011 65
2413 4676 24
2414 3193 34
2415 3634 55
2416 3088 40
2417 5389 57
2417 2537 92
2418 3301 13
2419 2528 43
2420 2829 59
2421 3166 39
2422 3842 73
2423 2970 24
2424 4059 30
2425 2426 86
2425 4404 38
2426 3418 14
2428 3770 79
2428 4338 23
2428 4005 61
2430 4851 61
2430 5457 29
2431 4446 92
2431 4013 78
2431 10275 13
2433 3820 66
2434 3453 90
2435 3690 70
2436 4854 73
2436 5834 65
2437 3040 53
2437 3475 15
2438 4020 81
2438 3096 25
2439 2958 91
2440 5380 44
2440 3534 53
2441 2892 21
2441 3315 82
2442 3330 18
2443 3538 23
2444 5217 58
2444 3441 19
2445 4034 61
2446 2968 73
2446 4041 51
2446 2983 65
2446 3825 75
2447 2659 38
2447 5014 93
2448 4739 55
2448 3192 69
2449 2990 73
2449 4753 52
2449 4575 37
2450 4932 39
2451 4433 72
2452 4625 43
2453 4077 50
2453 2459 96
2455 5424 40
2456 3921 69
2456 4186 79
2457 2865 23
2458 5009 32
2458 3276 54
2460 3772 49
2461 5044 29
2462 2929 80
2464 3661 15
2465 5237 48
2465 3411 63
2466 5371 56
2466 2620 74
2466 3032 58
2467 4773 90
2467 3987 36
2468 3064 40
2469 2798 74
2470 4554 30
2471 4046 95
2471 4989 62
2472 4757 52
2472 2833 51
2473 3696 81
2473 4540 82
2474 3292 48
2476 3354 67
2477 4861 24
2478 5332 15
2479 5496 14
2480 4659 49
2480 4137 41
2481 3893 11
2481 4490 83
2482 3374 20
2484 3641 30
2485 3617 87
2485 4818 32
2485 9623 54
2486 2548 39
2486 2653 61
2487 4029 65
2488 3267 51
2489 3004 52
2490 5002 29
2490 5245 27
2491 2975 65
2492 3124 47
2493 4857 25
2495 4226 88
2495 4689 45
2496 5284 43
2497 3662 25
2498 5466 56
2500 3407 39
2500 7341 182
2501 2865 70
2502 4960 44
2502 3545 56
2502 5404 32
2503 4375 93
2503 3688 69
2504 3657 52
2504 4606 47
2505 5410 14
2506 3968 28
2507 4528 67
2507 3213 42
2507 4811 86
2508 5112 22
2509 4413 87
2510 2917 65
2510 2950 60
2511 4774 17
2511 5224 43
2512 4646 44
2512 3808 79
2513 5399 61
2514 5182 63
2514 4823 23
2515 5126 75
2516 3248 14
2517 2601 47
2517 4497 68
2517 2747 31
2518 4149 30
2518 5326 96
2519 4548 58
2519 2689 46
2521 2681 96
2521 5113 56
2522 4336 80
2523 4133 63
2524 3473 92
2526 2617 46
2527 4934 44
2528 4412 79
2530 3530 58
2531 5398 89
2531 2548 29
2532 3229 83
2533 2858 17
2534 4690 41
2534 3161 64
2535 3952 91
2535 3413 59
2536 4345 80
2536 5032 22
2537 2637 55
2538 3907 74
2538 3471 65
2539 5304 85
2539 4579 40
2539 4399 89
2540 5169 26
2540 4255 92
2542 3026 72
2543 4232 14
2545 4874 40
2545 4733 71
2546 4524 96
2546 3807 94
2547 3567 79
2547 4573 32
2548 4138 49
2549 3155 51
2550 4657 23
2550 5070 93
2551 3230 93
2551 4313 57
2552 5173 16
2552 4244 87
2553 4395 94
2553 2717 31
2554 3976 13
2555 2572 29
2555 3139 50
2557 4467 77
2557 4094 41
2559 4768 42
2560 4157 58
2561 4073 58
2561 4109 28
2562 5387 63
2563 3941 94
2563 3866 89
2564 4600 64
2565 4909 34
2566 4466 11
2566 2906 67
2567 3704 32
2567 2817 78
2568 5319 41
2569 4464 56
2570 4987 80
2571 4012 83
2571 5127 41
2571 8486 191
2573 3582 68
2574 3994 90
2574 4706 87
2574 7216 173
2575 5279 65
2576 3205 64
2576 5384 85
2577 2629 17
2577 6927 140
2578 3553 25
2579 3900 32
2579 4296 18
2580 4103 62
2580 5076 59
2581 4478 46
2581 4032 49
2582 2872 75
2582 3422 47
2582 3506 18
2583 3728 50
2583 5221 24
2584 3405 64
2585 5364 89
2585 3710 65
2586 4129 88
2587 4919 28
2587 4442 84
2587 9575 130
2588 3904 69
2588 4219 11
2589 4509 31
2590 4445 72
2591 2685 12
2591 4782 34
2592 3251 71
2592 3488 92
2593 3602 22
2594 5487 10
2595 4903 36
2596 4111 95
2596 5042 15
2596 3892 32
2597 5036 43
2597 2662 36
2598 4236 13
2601 5297 19
2602 4486 54
2603 3779 75
2604 2853 93
2605 4999 81
2606 4578 34
2606 4721 78
2608 4085 84
2609 4776 23
2610 5791 102
2611 5250 67
2611 5491 80
2611 2621 78
2612 4249 25
2612 4598 10
2613 5322 56
2614 5278 26
2614 3995 79
2615 3350 62
2616 5045 22
2616 5015 78
2616 7948 49
2618 5227 23
2618 5912 14
2619 3628 36
2620 4179 73
2623 3218 24
2624 4170 63
2624 4294 79
2625 3515 48
2626 4487 19
2626 3390 51
2628 2782 49
2631 2950 50
2632 3607 76
2633 4375 72
2635 5150 70
2635 3770 88
2636 2914 70
2638 3805 44
2639 2682 49
2639 3532 74
2639 4531 31
2640 3351 29
2640 2871 45
2641 4749 48
2642 5338 96
2643 4977 14
2644 3127 62
2645 5043 70
2646 7588 147
2647 3329 14
2647 3421 21
2648 2838 92
2649 3146 23
2650 4428 43
2651 5094 67
2652 3866 26
2652 4846 92
2654 2837 42
2655 3378 30
2655 3118 48
2656 3693 10
2657 4842 51
2658 3949 27
2659 4384 63
2660 3512 85
2661 2909 13
2662 3991 50
2664 5300 81
2664 4943 63
2665 5464 44
2666 5367 63
2666 4372 83
2667 2928 65
2669 4577 68
2671 4823 22
2671 4527 52
2671 4844 22
2672 2784 11
2672 5288 57
2672 4208 44
2673 4169 83
2673 4498 38
2674 4127 40
2675 4467 57
2676 2711 47
2677 3390 81
2677 4584 65
2677 3841 41
2678 2821 38
2678 4859 29
2679 3895 31
2680 3421 81
2680 5245 75
2682 4160 49
2683 4242 37
2684 3916 10
2684 5132 80
2685 2843 75
2685 9263 106
2686 5275 39
2686 3003 28
2686 5245 90
2687 3685 48
2687 5377 23
2688 2746 40
2689 4712 33
2689 4184 52
2690 5454 29
2691 5307 81
2692 3274 64
2693 5334 49
2693 2957 38
2695 2815 90
2695 4985 74
2696 5346 63
2697 3394 95
2697 3937 96
2698 4789 69
2698 3702 72
2699 3229 71
2700 3245 34
2703 3188 72
2704 3392 41
2705 2781 86
2705 3346 46
2705 4964 46
2706 5142 71
2706 4722 91
2708 3885 60
2708 4400 20
2709 3846 78
2709 4202 30
2710 3595 74
2711 4764 69
2712 2714 45
2713 4836 92
2713 4358 50
2714 4770 86
2715 3319 93
2715 4841 34
2716 3992 14
2719 4146 84
2719 3711 37
2720 3623 60
2720 4194 17
2721 3454 76
2722 3153 43
2722 6734 175
2723 5296 67
2723 2842 12
2724 4263 53
2724 3283 75
2726 3809 50
2726 3031 31
2727 2828 57
2728 4529 65
2728 3184 13
2729 4456 54
2729 4295 71
2730 3665 26
2731 3321 29
2731 2934 61
2731 7331 77
2732 4193 46
2733 3311 25
2733 5027 27
2733 3713 72
2734 4884 50
2734 3597 13
2735 3232 58
2735 4963 42
2736 2745 30
2736 4089 81
2737 3705 86
2738 3605 19
2738 3953 77
2740 5067 51
2741 3302 95
2741 4071 14
2741 4170 13
2742 4757 93
2742 2808 50
2743 4258 21
2744 5480 46
2744 3835 47
2746 5334 25
2748 4617 24
2749 5088 42
2749 4765 67
2749 3334 69
2750 3518 37
2752 4135 47
2752 5502 42
2753 4064 31
2753 4403 32
2754 4381 30
2755 3709 70
2756 5151 63
2757 4470 64
2758 2923 37
2758 4023 81
2759 5016 34
2759 3500 80
2760 5071 48
2761 4224 91
2761 3599 31
2762 3713 65
2763 3619 16
2764 3480 10
2765 3362 78
2766 4244 39
2766 5472 73
2766 5598 182
2767 3234 18
2767 3458 34
2768 3158 40
2769 4156 96
2770 4399 28
2772 3681 11
2773 5544 115
2774 4868 90
2774 4602 18
2775 4387 67
2775 5004 43
2776 5383 82
2778 4427 41
2778 3533 76
2779 3111 48
2779 4689 55
2781 3042 34
2782 3988 73
2783 4329 60
2783 4553 50
2785 3482 49
2785 4177 67
2786 3250 22
2788 4977 84
2788 3357 77
2788 4104 61
2789 5321 89
2789 4771 67
2790 4535 10
2790 3215 27
2791 4643 91
2791 4932 25
2793 5114 20
2793 5178 50
